CATEGORIA,CATEGORIA2,SEGMENTO,Mes,FATURAMENTO,MARGEM
KINKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,354.0,0.51
KINKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,258.4,0.34
KINKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,122.0,-1.55
KINKAN,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,50.0,0.45
KINKAN,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,307.0,0.79
KINKAN,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,206.0,0.26
KINKAN,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,181.19,0.4
KIWI,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,138912.96,0.01
KIWI,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,782183.44,0.16
KIWI,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,600361.2299999999,0.08
KIWI,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,817066.0,0.23
KIWI,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,168415.31,-0.89
KIWI,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,716812.4899999998,0.13
KIWI,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,644230.04,0.15
KIWI,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,780808.6500000003,-0.11
KIWI,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,40.0,0.08
KIWI,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,230.26,0.47
KIWI,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,3627.0,0.32
KIWI,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,6810.0,0.29
KIWI,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,4873.16,0.12
LARANJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,227235.0,0.22
LARANJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,3355.0,-0.02
LARANJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,786800.8,0.03
LARANJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,46645.0,0.19
LARANJA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,970860.85,0.23
LARANJA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2978229.8200000003,0.16
LARANJA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,3068402.08,0.21
LARANJA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,3315412.650000001,0.14
LARANJA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,4098.0,0.27
LARANJA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,137.8,0.25
LARANJA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,75.0,0.17
LARANJA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,111.2,0.27
LARANJA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,161.2,0.4
LARANJA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,389.5,0.3
LARANJA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,934.95,0.34
LARANJA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,4890.48,0.37
LARANJA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,150244.13,-0.33
LARANJA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,21320.68,0.19
LARANJA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,47191.95,0.34
LARANJA,TUBERCULOS,FLV NACIONAIS,Abr,758.0,0.13
LARANJA,TUBERCULOS,FLV NACIONAIS,Fev,3008.0,0.26
LARANJA,TUBERCULOS,FLV NACIONAIS,Jan,2174.0,0.34
LARANJA,TUBERCULOS,FLV NACIONAIS,Mar,3246.0,0.24
LARANJA,VERDURAS,FLV NACIONAIS,Abr,61.2,-1.37
LARANJA,VERDURAS,FLV NACIONAIS,Fev,183.60000000000002,0.15
LARANJA,VERDURAS,FLV NACIONAIS,Jan,122.4,0.29
LARANJA,VERDURAS,FLV NACIONAIS,Mar,244.8,0.09
LICHIA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,309.09999999999997,0.22
LICHIA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,6162.039999999999,0.25
LICHIA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,21.0,0.67
LICHIA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,1368.49,0.44
LICHIA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,2621.45,0.4
LIMA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,13928.89,0.23
LIMA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,36282.73000000001,0.23
LIMA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,50104.47,0.25
LIMA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,54451.520000000004,0.3
LIMAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,21704.670000000002,0.09
LIMAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,234347.84,0.09
LIMAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,301272.42000000004,0.4
LIMAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,82260.0,0.1
LIMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,380391.95999999996,0.12
LIMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,1120604.65,0.33
LIMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,1482422.2399999998,0.15
LIMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,1196000.6400000001,0.29
LIMAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,1.4,-0.04
LIMAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,11.5,0.16
LIMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,56.3,0.46
LIMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,217.2,0.46
LIMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,178.25,0.4
LIMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,178.6,0.51
LIMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,1874.56,0.61
LIMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,2379.44,0.52
LIMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,3047.7100000000005,0.45
LIMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,4619.85,0.56
MACA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,179418.2,0.08
MACA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,1019489.88,0.12
MACA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,819523.5099999999,0.14
MACA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,723412.63,0.11
MACA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,1314442.95,0.23
MACA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,6020353.160000002,0.24
MACA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,6540720.83,0.21
MACA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,5908466.640000003,0.27
MACA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,46.0,0.4
MACA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,2869.2,0.27
MACA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,619.0999999999999,0.8
MACA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,314.0,0.24
MACA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,136.8,0.2
MACA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,1499.3,0.19
MACA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,1546.5,0.24
MACA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,46835.04,0.26
MACA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,128433.58,0.27
MACA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,366551.12,0.22
MACA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,194711.90000000002,0.23
MAMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,663820.1,0.25
MAMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2632142.4399999995,0.23
MAMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,3060948.16,0.22
MAMAO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,2893215.6700000004,0.23
MAMAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,2315.0,0.23
MAMAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,849.0,0.29
MAMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,58973.090000000004,-0.22
MAMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,136755.48,0.14
MAMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,3665.9,0.15
MAMAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,250636.08000000002,0.17
MAMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,89531.98000000001,0.31
MAMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,199701.99999999997,0.26
MAMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,122235.73999999999,0.23
MAMAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,325796.63,0.27
MANGA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,1341.0,0.15
MANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,715932.6399999998,0.16
MANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,1874785.1200000055,0.23
MANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,2023570.400000003,0.16
MANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,2457183.010000003,0.16
MANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,685.75,0.1
MANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,2949.4,0.33
MANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,2983.04,0.16
MANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,6300.250000000002,0.28
MANGA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,108.5,0.48
MANGA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,229.39999999999998,0.65
MANGA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,1301.37,-0.06
MANGA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,2540.5899999999992,0.6
MANGA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,5367.44,0.54
MANGA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,3180.9500000000003,0.56
MANGOSTIN,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,195.0,0.22
MARACUJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,260.0,0.01
MARACUJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,1960.0,0.08
MARACUJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,5070.0,0.09
MARACUJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,1400.0,0.08
MARACUJA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,168412.4,0.28
MARACUJA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,796273.01,0.18
MARACUJA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,791841.5700000001,0.19
MARACUJA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,814882.95,-0.13
MAXIXE,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,919.9,0.43
MAXIXE,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,199.0,0.37
MELANCIA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,165.6,0.13
MELANCIA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,594873.67,0.13
MELANCIA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2342839.7199999997,0.32
MELANCIA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,2544537.0,0.25
MELANCIA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,2434515.8600000003,0.16
MELANCIA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,39.6,0.15
MELANCIA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,40.0,0.48
MELANCIA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,170.0,0.35
MELANCIA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,1830.0,0.41
MELAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,18440.0,0.22
MELAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,97979.16,0.09
MELAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,67875.0,0.18
MELAO,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,58991.0,0.16
MELAO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,884239.0599999999,0.18
MELAO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2818231.5900000012,0.22
MELAO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,2666817.660000001,0.24
MELAO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,2952463.9400000013,0.21
MELAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,77.0,0.25
MELAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,1780.0,0.34
MELAO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,554.9499999999999,0.18
MELAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,155.10000000000002,0.15
MELAO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,53.5,0.11
MELAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,2457.5,0.42
MELAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,810.4300000000002,0.16
MELAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,1640.6499999999999,0.2
MELAO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,1255.9099999999999,0.22
MEXERICA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,682.0,0.52
MEXERICA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,8014.2,0.51
MEXERICA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,1666.0,0.37
MEXERICA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,3634.77,0.47
MEXERICA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,203.55,0.36
MEXERICA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,221.25,0.55
MILHO VERDE,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,490.0,0.24
MILHO VERDE,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,28085.68,0.4
MILHO VERDE,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,151425.73,0.26
MILHO VERDE,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,171807.8,0.29
MILHO VERDE,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,139684.91999999998,0.36
MILHO VERDE,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,27.2,0.25
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,45.0,0.12
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,9.0,0.11
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,4.5,0.11
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,1191.69,0.35
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,4522.290000000001,0.33
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,4838.539999999999,0.35
MILHO VERDE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,3162.7700000000004,0.34
MILHO VERDE,LEGUMES,FLV NACIONAIS,Abr,682.5,0.32
MILHO VERDE,LEGUMES,FLV NACIONAIS,Fev,1051.5,0.34
MILHO VERDE,LEGUMES,FLV NACIONAIS,Jan,562.5,0.29
MILHO VERDE,LEGUMES,FLV NACIONAIS,Mar,937.5,0.32
MIRTILO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,7547.020000000002,0.2
MIRTILO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,37365.05,0.28
MIRTILO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,18157.300000000003,-0.02
MIRTILO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,24406.460000000003,0.21
MIRTILO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,2335.62,0.4
MIRTILO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,2205.02,1.36
MIRTILO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,10862.3,0.32
MIRTILO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,8201.980000000001,0.36
MIRTILO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,60.0,0.35
MIRTILO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,483.5,0.29
MIRTILO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,160.0,0.3
MIRTILO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,705.0,0.3
MORANGA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,44.0,0.43
MORANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,6341.28,0.33
MORANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,16057.82,0.3
MORANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,18481.32,0.35
MORANGA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,24571.809999999998,0.39
MORANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,300.0,0.37
MORANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,400.0,0.34
MORANGA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,200.0,0.37
MORANGO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,8711.4,0.18
MORANGO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,46993.72,0.29
MORANGO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,35506.68,0.28
MORANGO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,27015.42,0.22
MORANGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,24.0,0.33
MORANGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,24.0,0.19
MORANGO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,78.0,0.08
MORANGO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,106.2,0.32
MORANGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,577.25,0.23
MORANGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,1226.3,0.24
MORANGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,566.55,0.28
MORANGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,1558.0500000000002,0.39
NECTARINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,26226.8,0.29
NECTARINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,47510.0,0.18
NECTARINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,12510.0,0.23
NECTARINA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,92225.0,0.34
NECTARINA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,101000.9299999999,0.27
NECTARINA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,264801.43000000034,0.27
NECTARINA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,136897.82999999996,0.21
NECTARINA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,397188.9300000011,0.22
NECTARINA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,71.1,0.35
OVO,OVOS,FLV NACIONAIS,Abr,407113.30999999994,0.28
OVO,OVOS,FLV NACIONAIS,Fev,1350873.0799999998,0.19
OVO,OVOS,FLV NACIONAIS,Jan,1220735.4300000002,0.2
OVO,OVOS,FLV NACIONAIS,Mar,1501101.6,0.2
OVO,OVOS,SEGMENTO ORGANICOS,Abr,690.0,0.14
OVO,OVOS,SEGMENTO ORGANICOS,Fev,3196.0,0.08
OVO,OVOS,SEGMENTO ORGANICOS,Jan,4606.5,0.24
OVO,OVOS,SEGMENTO ORGANICOS,Mar,3890.0,0.07
OVO,OVOS ORGANICOS,FLV IMPORTADOS,Jan,360.0,0.18
OVO,OVOS ORGANICOS,FLV NACIONAIS,Abr,1050.0,0.28
OVO,OVOS ORGANICOS,FLV NACIONAIS,Fev,4650.0,0.18
OVO,OVOS ORGANICOS,FLV NACIONAIS,Jan,3960.0,0.19
OVO,OVOS ORGANICOS,FLV NACIONAIS,Mar,6871.0,0.22
OVO,OVOS ORGANICOS,SEGMENTO ORGANICOS,Abr,408.0,0.24
OVO,OVOS ORGANICOS,SEGMENTO ORGANICOS,Fev,1080.0,0.19
OVO,OVOS ORGANICOS,SEGMENTO ORGANICOS,Jan,375.0,0.18
OVO,OVOS ORGANICOS,SEGMENTO ORGANICOS,Mar,752.0,0.16
PEPINO,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,71408.2,0.13
PEPINO,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,243754.0,0.16
PEPINO,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,240.0,0.16
PEPINO,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,139957.35,0.19
PEPINO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,125410.45999999999,0.24
PEPINO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,393845.43999999994,0.26
PEPINO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,428775.86999999994,0.33
PEPINO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,456070.0299999999,0.26
PEPINO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,78.5,0.44
PEPINO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,93.41,0.29
PEPINO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,144.55,0.25
PEPINO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,428.15999999999997,0.36
PEPINO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,1220.55,0.32
PEPINO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,4115.54,0.33
PEPINO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,5558.43,0.24
PEPINO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,6451.219999999999,0.36
PERA,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,511744.95999999996,0.05
PERA,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,1331040.96,-0.02
PERA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,804476.5,0.2
PERA,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,1614976.54,0.13
PERA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,206278.10000000006,0.21
PERA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,852213.8,0.33
PERA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,885491.5899999999,0.11
PERA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,932902.2799999996,0.18
PERA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,144.0,0.3
PERA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,170.0,0.3
PERA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,168.0,0.46
PERA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,7.5,0.5
PERA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,228.5,0.33
PERA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,510.0,0.44
PERA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,18506.399999999998,0.4
PERA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,11310.5,0.11
PERA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,453.0,0.39
PERA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,77714.2,0.33
PESSEGO,FRUTAS/FRUTOS,FLV IMPORTADOS,Abr,14735.0,0.13
PESSEGO,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,10080.72,0.17
PESSEGO,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,263045.83999999997,0.14
PESSEGO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,93422.89,0.22
PESSEGO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,446142.9200000001,0.28
PESSEGO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,1201859.2999999998,0.34
PESSEGO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,582763.4800000011,0.09
PESSEGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,1083.6,0.26
PESSEGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,5.8,0.05
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,31.5,0.33
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,176.39999999999998,0.33
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,6.5,0.63
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,224.9,0.41
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,243.4,0.43
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,682.52,0.41
PESSEGO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,23.0,0.21
